Pressure,Temperature,Catalyst,Time,Yield
11.21,114.4,3.77,29.3,100.0
8.98,114.6,2.67,31.5,100.0
11.41,99.8,4.54,31.0,50.0
5.16,127.1,3.48,39.2,50.0
5.97,104.9,4.47,31.0,53.9
4.84,131.0,3.22,36.9,50.0
6.94,131.4,4.95,26.4,50.0
7.42,132.7,4.31,28.8,50.0
6.54,115.8,4.9,29.4,100.0
10.72,122.1,3.54,25.6,100.0
7.18,126.1,3.42,27.6,50.0
6.61,100.2,4.27,32.0,50.0
8.57,119.0,4.64,31.6,100.0
5.56,96.4,4.89,32.7,50.0
10.52,114.9,2.97,27.0,100.0
5.06,101.2,4.4,26.3,50.0
11.9,102.3,2.63,32.2,60.9
10.29,109.6,3.64,22.7,100.0
5.99,112.3,2.54,25.1,86.9
4.54,119.9,3.04,20.8,72.1
10.62,98.0,4.79,21.5,50.0
9.8,115.1,2.44,24.9,100.0
9.97,102.3,3.9,20.4,52.5
10.28,118.0,3.78,24.9,100.0
5.06,120.5,2.36,33.1,70.4
7.19,117.3,2.98,21.2,99.5
5.37,124.5,3.69,28.7,50.0
10.97,108.4,2.56,38.3,100.0
9.17,125.6,4.4,35.8,80.2
6.98,112.3,4.92,26.1,100.0
4.98,114.4,2.64,38.5,88.6
6.83,120.9,2.56,26.6,86.0
6.94,95.7,3.36,21.5,50.0
9.97,121.2,4.24,39.9,100.0
9.28,119.7,2.84,37.4,100.0
11.15,107.4,2.06,29.3,100.0
8.04,98.4,3.62,33.3,50.0
5.4,98.6,4.87,33.4,50.0
9.85,131.9,3.17,23.9,50.0
10.21,122.6,3.26,24.0,100.0
8.71,100.1,4.91,29.4,50.0
10.28,109.3,4.08,38.2,100.0
8.2,118.7,4.16,20.2,100.0
8.42,128.4,3.69,35.7,50.0
7.71,96.7,4.92,21.2,50.0
4.69,104.5,4.07,29.6,50.0
5.31,130.6,4.69,32.8,50.0
4.74,95.4,4.1,33.7,50.0
9.27,103.1,4.21,21.2,56.1
6.86,133.4,2.87,28.4,50.0
8.31,119.5,2.91,31.7,100.0
11.31,105.5,4.35,21.3,96.9
6.37,97.7,2.89,22.7,50.0
7.58,96.1,3.69,33.3,50.0
10.17,104.8,2.75,30.4,75.7
6.22,130.3,4.45,23.2,50.0
5.08,111.6,2.33,30.7,78.7
6.67,123.8,4.49,38.3,77.1
5.71,131.7,3.81,20.3,50.0
11.47,111.3,2.56,32.9,100.0
10.56,102.7,3.63,21.5,57.9
9.25,115.7,2.85,20.1,100.0
11.04,131.3,2.97,23.0,50.0
10.53,127.2,3.05,28.5,59.7
5.9,97.6,2.19,36.0,50.0
11.19,122.7,4.96,25.6,100.0
8.55,117.9,2.09,32.5,100.0
10.56,131.3,3.99,28.2,50.0
11.22,99.9,3.11,24.7,50.0
6.89,116.4,3.94,30.3,100.0
5.33,130.2,3.07,35.9,50.0
6.21,111.4,4.02,36.6,100.0
7.7,114.3,4.19,36.9,100.0
10.64,97.8,4.07,26.8,50.0
10.96,106.1,2.34,35.9,94.8
4.55,108.0,3.97,24.2,63.1
8.33,132.8,2.84,34.8,50.0
7.63,106.3,2.09,39.0,72.0
6.17,113.4,3.24,20.3,94.6
5.4,121.9,3.3,28.8,70.0
7.03,101.5,3.4,33.0,50.0
11.57,114.5,4.11,34.0,100.0
6.92,124.5,2.93,23.5,56.8
8.39,129.7,2.95,39.4,50.0
9.77,120.1,2.18,32.3,100.0
7.23,121.8,4.06,23.3,88.1
11.79,100.1,3.7,20.4,50.0
11.72,132.8,3.05,35.7,50.0
6.39,100.3,4.12,21.6,50.0
8.23,126.0,3.61,22.8,54.6
6.76,105.6,3.41,31.5,62.0
6.64,132.3,3.53,32.1,50.0
4.78,123.8,3.91,33.7,54.2
9.07,125.2,3.98,27.9,75.1
8.27,103.8,2.87,35.5,55.6
4.89,112.7,2.42,39.5,88.6
6.59,119.7,2.47,25.4,86.2
11.31,125.8,3.92,34.1,88.5
6.3,99.2,4.62,38.6,50.0
5.59,133.5,3.23,33.7,50.0
8.17,130.6,2.51,33.6,50.0
11.89,105.8,4.27,24.5,100.0
6.32,127.9,4.5,30.7,50.0
9.54,115.7,4.64,31.3,100.0
10.21,113.5,3.82,34.0,100.0
6.28,107.6,4.58,39.9,82.4
9.96,118.2,2.05,20.7,100.0
7.26,124.2,2.32,21.3,62.9
9.24,111.4,2.28,21.6,100.0
9.25,120.2,4.14,34.9,100.0
8.52,123.0,2.21,22.7,79.2
5.18,123.4,3.49,32.4,60.4
10.76,97.1,3.42,26.5,50.0
6.91,129.4,2.93,29.1,50.0
5.9,113.3,4.61,24.3,100.0
4.81,105.5,2.51,37.3,50.0
8.93,104.7,3.06,31.7,68.5
9.58,114.3,4.32,38.9,100.0
4.62,130.5,2.09,31.5,50.0
8.34,110.1,4.02,22.5,100.0
6.2,125.0,4.45,23.4,54.6
9.34,98.9,4.8,39.8,50.0
5.81,114.0,4.63,34.5,100.0
9.68,134.7,2.96,21.0,50.0
7.4,125.8,3.76,34.1,54.7
11.53,103.4,2.23,28.2,68.6
5.53,115.1,2.77,26.1,91.6
7.06,104.3,2.28,23.1,50.0
5.35,111.4,2.95,36.8,87.0
11.44,126.2,4.63,21.3,86.1
11.08,125.8,3.04,25.8,75.5
6.43,104.1,3.69,26.1,50.0
9.45,131.9,3.3,23.2,50.0
10.63,118.7,3.38,30.2,100.0
8.66,110.2,4.91,20.2,100.0
8.47,115.1,2.89,26.0,100.0
6.31,119.2,3.88,38.7,97.5
5.2,117.4,3.26,26.2,84.8
11.23,114.5,2.18,27.2,100.0
11.25,115.2,3.47,29.5,100.0
9.25,102.1,4.44,31.2,50.0
7.04,127.5,2.3,36.2,50.0
7.12,116.7,2.21,23.8,100.0
9.94,100.2,2.46,37.4,50.0
11.23,125.6,4.29,35.2,90.7
11.15,132.3,4.17,34.5,50.0
10.35,132.9,3.7,21.7,50.0
9.32,109.8,3.4,20.4,100.0
5.13,100.4,4.66,31.9,50.0
5.71,115.7,4.3,37.3,100.0
11.24,99.5,4.44,31.7,50.0
9.05,132.4,4.44,24.3,50.0
4.57,102.3,3.93,21.8,50.0
5.26,105.1,3.37,34.0,50.0
9.48,111.3,4.59,34.4,100.0
4.54,110.3,4.78,23.5,80.9
5.71,126.8,2.07,20.6,50.0
8.62,113.3,2.15,28.2,100.0
9.69,101.8,4.88,31.7,52.3
9.39,105.7,2.83,34.1,82.1
6.18,115.4,4.62,36.2,100.0
9.84,100.9,3.17,32.2,50.0
6.28,119.5,2.36,22.2,85.8
6.94,117.6,2.24,33.7,95.3
10.1,123.6,2.47,39.7,94.1
9.37,132.5,2.75,38.1,50.0
10.87,131.5,3.47,37.4,50.0
9.43,132.8,4.1,26.0,50.0
8.76,104.8,4.96,35.0,80.1
5.2,100.3,3.32,37.0,50.0
7.26,107.1,3.55,33.6,82.7
6.49,130.8,3.57,25.0,50.0
6.33,133.9,3.62,39.1,50.0
11.8,129.4,3.55,29.0,50.0
7.45,99.4,2.03,22.6,50.0
11.19,132.9,2.01,22.2,50.0
9.23,111.9,2.29,33.0,100.0
10.46,95.4,2.3,28.8,50.0
8.27,112.7,4.11,21.9,100.0
8.83,96.8,2.61,34.8,50.0
8.19,116.8,4.68,36.0,100.0
5.96,108.5,4.79,34.5,88.0
9.92,113.9,4.93,24.0,100.0
6.61,119.5,4.82,33.8,100.0
4.68,129.8,2.82,20.2,50.0
9.34,121.5,3.53,26.1,100.0
5.83,112.4,2.53,28.0,90.8
11.55,127.8,4.42,36.7,73.8
11.65,131.2,4.67,27.8,50.0
11.36,99.8,4.55,20.2,50.0
7.28,116.3,3.3,27.0,100.0
4.62,106.4,4.28,30.0,56.1
11.46,96.9,2.29,39.0,50.0
7.71,121.7,2.12,38.8,86.4
11.75,129.5,4.26,23.6,50.0
11.73,101.5,3.28,23.7,53.9
10.9,127.5,4.99,23.3,69.4
6.71,129.1,2.29,35.8,50.0
7.39,131.6,4.57,20.1,50.0
10.88,105.6,3.44,22.5,91.9
6.88,131.2,4.48,30.8,50.0
5.77,107.8,4.45,25.0,79.1
8.68,117.1,4.75,21.8,100.0
11.52,97.0,2.89,27.2,50.0
9.72,96.8,4.85,25.5,50.0
8.78,123.8,2.46,30.2,74.6
5.23,112.8,2.25,39.6,91.3
9.11,105.3,3.29,22.5,73.3
11.93,102.6,4.48,27.5,79.7
5.55,121.8,3.42,38.6,77.7
8.39,95.0,4.49,37.5,50.0
11.08,127.2,4.19,27.9,71.3
10.06,98.2,2.63,34.0,50.0
9.73,102.7,4.85,21.8,58.2
9.77,110.4,2.18,34.3,100.0
7.2,114.4,4.69,39.5,100.0
6.7,109.2,2.91,30.7,85.8
10.57,107.8,3.5,30.0,100.0
10.58,133.6,3.27,23.7,50.0
11.0,120.7,2.52,32.7,100.0
11.35,95.9,3.07,31.8,50.0
8.34,112.2,2.58,33.0,100.0
8.26,130.0,2.61,20.5,50.0
10.49,107.1,2.56,31.0,98.5
9.37,98.8,3.47,31.9,50.0
9.76,125.3,4.39,24.2,80.9
10.47,119.2,3.71,24.2,100.0
11.18,117.8,4.68,25.5,100.0
7.03,97.1,3.91,34.2,50.0
7.32,100.6,4.07,32.1,50.0
5.2,119.9,4.0,36.9,91.7
8.84,103.3,3.35,25.9,53.7
4.77,115.2,4.07,38.2,97.3
7.99,116.8,2.21,34.9,100.0
8.57,106.3,4.58,27.9,90.6
6.65,132.9,4.33,21.9,50.0
8.93,128.7,2.74,25.1,50.0
4.73,123.9,4.3,39.1,58.8
4.78,98.1,2.04,26.2,50.0
10.67,99.2,2.65,26.6,50.0
7.2,114.7,2.2,23.8,99.0
5.45,101.4,4.34,36.1,50.0
8.42,134.1,4.27,25.5,50.0
10.27,101.3,4.44,26.6,50.0
6.12,114.5,2.01,28.3,94.5
9.17,109.6,3.5,28.7,100.0
5.14,120.6,4.11,28.2,80.1
4.89,100.2,2.47,30.1,50.0
8.49,112.2,3.95,36.3,100.0
8.55,106.0,2.25,36.4,74.5
9.28,130.5,2.54,36.0,50.0
9.95,96.6,3.43,22.0,50.0
11.82,131.5,3.96,36.0,50.0
8.37,128.3,2.44,22.4,50.0
6.92,106.9,2.56,22.5,67.0
10.46,126.6,2.61,39.0,69.1
6.53,96.2,2.72,36.4,50.0
7.79,133.7,2.68,31.0,50.0
5.09,116.1,3.19,37.5,95.2
4.69,107.1,3.96,39.8,64.2
11.72,109.5,3.31,32.2,100.0
10.77,97.7,4.33,32.3,50.0
9.72,134.6,4.16,35.1,50.0
7.57,96.6,2.38,24.6,50.0
5.8,121.2,2.15,23.3,70.8
5.67,112.7,4.63,35.2,100.0
6.38,133.0,2.24,26.9,50.0
8.62,104.8,2.45,22.7,64.9
9.86,116.3,2.07,26.3,100.0
9.45,114.3,3.89,27.2,100.0
6.6,123.1,3.75,39.3,75.9
11.66,97.7,4.96,34.0,50.0
10.03,102.8,4.66,30.6,64.0
8.66,103.6,3.23,39.4,60.6
9.09,124.5,3.11,38.1,80.1
7.65,102.6,2.89,30.2,50.0
6.36,117.9,2.46,38.1,93.1
7.17,103.6,2.41,28.1,50.0
10.18,129.5,2.4,24.6,50.0
4.61,132.7,2.34,24.7,50.0
5.37,115.7,2.72,33.2,89.0
4.85,109.1,2.92,30.0,69.9
4.81,104.4,4.88,33.2,50.0
10.92,97.0,3.74,33.7,50.0
9.78,105.7,4.96,20.4,89.1
8.06,121.2,3.12,21.1,95.1
5.23,116.3,3.37,30.7,94.9
8.19,132.8,2.97,23.8,50.0
8.05,110.9,2.55,32.7,100.0
5.8,122.8,2.43,31.0,66.3
7.75,114.6,4.84,31.7,100.0
7.49,115.5,4.96,26.0,100.0
9.12,105.7,2.13,32.8,74.3
9.26,113.2,2.45,36.6,100.0
4.84,113.8,3.27,40.0,93.3
7.31,123.3,2.56,36.8,75.3
9.19,132.6,3.09,31.1,50.0
8.27,108.2,2.39,23.9,86.6
10.92,96.7,3.37,33.6,50.0
9.44,114.9,2.82,38.8,100.0
5.72,116.8,3.06,24.2,89.3
5.03,101.7,2.28,25.1,50.0
9.32,125.4,3.28,23.0,69.9
4.7,134.4,4.95,34.7,50.0
8.89,132.8,2.99,28.1,50.0
11.55,102.9,4.63,21.3,75.0
8.82,130.0,4.53,37.5,50.0
7.41,123.2,4.86,31.2,91.0
9.32,113.2,4.37,26.6,100.0
7.94,116.6,3.98,26.9,100.0
8.59,129.0,4.57,25.8,50.0
11.56,114.2,2.23,29.1,100.0
7.4,109.9,3.39,26.7,98.1
11.71,114.7,4.97,31.0,100.0
11.29,118.2,4.31,35.5,100.0
5.97,102.6,4.89,33.5,50.0
5.02,131.0,4.34,25.9,50.0
5.26,122.0,4.62,30.6,74.2
4.64,120.3,4.12,36.8,79.2
5.21,99.0,4.28,21.4,50.0
9.62,119.2,3.57,21.6,100.0
5.03,99.8,4.77,31.1,50.0
6.89,98.1,4.48,32.8,50.0
10.84,116.1,4.53,24.2,100.0
4.67,111.1,4.02,34.9,88.0
10.61,118.6,2.91,32.9,100.0
6.61,98.6,2.11,38.5,50.0
5.39,112.2,4.81,23.4,94.9
9.73,102.0,3.76,35.0,50.0
9.22,134.5,2.89,21.7,50.0
11.08,117.4,2.45,31.3,100.0
10.01,122.5,4.49,31.0,100.0
10.53,108.0,4.51,27.8,100.0
6.62,98.8,4.44,36.9,50.0
5.83,134.0,3.94,20.1,50.0
10.13,106.5,3.1,30.4,94.3
10.55,112.0,2.91,24.3,100.0
11.93,121.0,2.03,34.9,100.0
7.59,96.0,4.5,20.9,50.0
7.29,127.4,2.26,36.6,50.0
10.32,116.5,3.89,36.8,100.0
7.06,106.1,3.51,36.7,72.4
11.48,97.5,3.58,23.1,50.0
10.94,101.5,4.78,32.6,56.6
7.72,130.8,2.09,20.3,50.0
10.13,122.4,4.32,37.0,100.0
10.16,105.0,2.16,34.5,76.6
5.27,97.6,2.11,30.6,50.0
11.27,122.6,3.29,34.6,100.0
8.29,117.9,2.19,21.9,100.0
10.7,111.2,4.37,30.6,100.0
6.9,109.5,3.59,25.8,91.4
11.22,103.7,2.09,39.5,73.3
7.42,121.8,2.12,37.1,82.9
4.58,133.8,3.84,34.7,50.0
11.29,102.0,4.42,38.7,63.3
5.18,118.9,3.31,26.9,84.4
6.89,112.0,3.66,38.0,100.0
11.63,112.9,4.4,26.5,100.0
11.63,105.2,3.83,34.7,100.0
8.8,128.0,2.67,34.7,50.0
9.24,114.4,3.84,20.4,100.0
7.86,116.7,3.88,27.2,100.0
6.7,107.2,4.2,20.4,76.8
6.96,102.3,3.86,39.9,50.0
9.54,98.4,4.91,22.4,50.0
10.14,123.6,2.59,30.9,93.7
10.44,102.8,4.85,35.8,71.3
10.42,122.6,3.62,24.0,100.0
5.18,110.6,4.02,29.7,88.1
8.21,111.6,2.3,32.1,100.0
4.93,113.8,3.14,23.2,82.8
8.62,109.7,4.31,35.6,100.0
7.81,99.0,4.12,26.0,50.0
11.16,107.4,2.12,24.2,100.0
7.13,121.5,3.64,31.2,89.9
5.38,121.6,2.26,28.2,64.5
5.57,106.4,4.99,38.4,76.9
10.21,113.4,4.69,37.6,100.0
9.14,102.7,2.06,29.7,50.0
5.26,103.4,4.58,27.2,50.0
5.13,95.9,4.76,26.5,50.0
9.76,130.9,3.06,25.4,50.0
5.05,103.4,4.16,30.9,50.0
10.66,104.1,3.33,36.1,81.0
9.8,106.2,3.97,26.2,94.3
5.11,100.1,3.02,23.8,50.0
5.14,120.6,2.97,29.5,76.5
11.9,98.0,3.27,21.4,50.0
7.31,100.4,2.44,34.0,50.0
7.28,120.8,4.49,30.4,100.0
10.6,108.6,3.05,29.9,100.0
11.6,123.3,3.2,26.0,100.0
11.9,117.3,4.68,38.1,100.0
10.15,105.2,3.49,21.8,85.4
7.32,121.0,3.63,37.4,97.0
5.13,99.7,4.87,27.5,50.0
10.33,116.5,4.66,37.6,100.0
8.69,112.5,2.51,34.6,100.0
7.68,105.7,3.42,22.1,68.8
11.3,119.2,4.91,36.6,100.0
5.33,129.9,3.12,33.6,50.0
8.19,135.0,3.11,20.6,50.0
4.59,119.3,2.59,22.7,71.4
8.01,111.2,2.34,32.7,100.0
4.92,104.0,4.22,33.3,50.0
5.39,105.3,4.31,34.9,56.3
5.38,114.2,4.91,34.4,100.0
9.37,109.7,4.32,33.2,100.0
10.1,131.6,2.73,35.3,50.0
8.88,109.7,2.12,31.5,100.0
11.72,109.9,4.96,25.2,100.0
7.31,110.3,3.02,38.2,100.0
6.64,128.5,2.94,20.4,50.0
11.01,121.0,4.72,27.3,100.0
6.18,119.6,3.76,34.6,92.2
11.72,108.4,2.64,28.5,100.0
4.59,127.7,4.67,20.5,50.0
11.77,96.5,4.98,21.3,50.0
4.82,129.8,2.26,33.0,50.0
11.18,115.5,4.59,39.3,100.0
8.46,110.9,3.17,31.0,100.0
11.95,114.9,3.57,30.1,100.0
5.05,121.7,4.74,26.4,78.0
8.65,95.5,4.92,25.1,50.0
11.77,129.9,2.79,20.4,50.0
8.42,112.9,2.64,25.5,100.0
9.22,108.7,2.24,29.0,96.5
9.72,100.5,3.69,24.0,50.0
7.91,112.6,2.04,21.7,100.0
9.21,114.9,3.24,34.4,100.0
8.88,111.1,2.22,37.9,100.0
11.26,122.1,3.22,38.7,100.0
4.84,111.8,2.12,32.4,77.6
6.61,133.5,4.51,21.1,50.0
11.63,119.0,2.63,34.8,100.0
11.18,127.3,2.98,22.2,59.2
7.92,99.4,4.61,33.4,50.0
9.15,110.9,4.24,35.6,100.0
6.58,108.5,2.66,34.5,80.2
5.91,117.8,2.22,39.0,92.5
7.98,129.4,4.15,34.8,50.0
7.15,98.1,3.17,33.9,50.0
8.88,97.9,4.3,25.2,50.0
5.08,129.0,3.34,38.5,50.0
11.81,103.5,3.04,23.6,76.0
11.9,121.8,3.35,38.1,100.0
9.74,116.7,4.25,26.3,100.0
8.52,128.3,4.71,22.6,50.0
6.82,100.0,2.15,36.5,50.0
10.6,100.2,3.57,20.0,50.0
9.64,117.3,2.1,36.6,100.0
5.72,132.9,3.41,25.2,50.0
11.33,111.6,4.66,37.7,100.0
10.67,108.1,3.08,33.8,100.0
11.62,119.3,4.8,33.3,100.0
9.94,132.2,3.89,27.3,50.0
9.1,128.5,4.8,21.2,50.0
7.64,134.8,4.27,36.6,50.0
11.5,95.9,2.31,23.4,50.0
11.0,99.5,2.69,27.4,50.0
4.84,119.4,3.18,32.0,79.3
4.7,127.8,2.51,29.6,50.0
7.32,106.4,3.48,24.0,72.4
10.58,104.6,3.41,22.8,79.6
11.9,126.5,4.87,22.5,86.2
5.63,97.3,3.3,37.3,50.0
8.96,109.8,4.36,20.6,100.0
7.36,115.2,4.83,39.5,100.0
11.77,117.4,4.63,24.0,100.0
10.82,124.1,2.63,22.2,91.5
10.79,109.2,3.49,31.5,100.0
8.02,119.5,3.04,21.6,100.0
7.61,118.4,3.2,32.0,100.0
6.55,116.9,3.08,37.0,100.0
4.92,120.6,4.48,21.0,78.6
10.99,105.4,3.36,36.0,96.3
10.6,98.4,3.57,27.9,50.0
12.0,99.8,4.95,23.2,50.0
11.97,104.0,2.18,23.5,80.7
8.67,115.0,3.46,38.4,100.0
10.27,128.6,4.32,22.2,50.0
11.59,123.1,2.45,37.3,100.0
10.87,126.6,3.83,30.9,76.1
6.36,109.0,2.72,20.8,75.9
7.88,111.2,4.6,29.3,100.0
5.47,110.7,2.98,36.3,88.0
11.66,102.7,2.99,34.5,65.1
9.05,97.4,3.79,29.8,50.0
6.21,118.6,2.55,37.2,94.1
9.54,134.6,2.85,22.4,50.0
9.14,101.7,3.25,38.2,50.0
7.19,96.9,3.06,36.9,50.0
5.35,126.2,3.57,34.2,50.0
9.54,105.1,3.8,36.4,86.7
8.4,128.2,3.7,30.9,50.0
10.29,123.2,3.96,33.5,100.0
8.4,132.8,2.92,31.2,50.0
10.89,111.4,2.38,27.1,100.0
8.64,121.5,4.28,31.4,100.0
8.71,113.6,4.55,25.1,100.0
11.07,120.2,2.77,28.8,100.0
7.53,113.0,3.22,25.6,100.0
5.51,102.5,3.5,22.5,50.0
4.72,115.3,3.6,26.4,90.7
10.16,116.1,3.98,37.0,100.0
9.15,127.4,2.12,27.6,50.0
9.78,124.4,4.16,35.0,90.4
6.1,121.6,2.19,23.5,69.4
5.52,99.5,3.4,28.5,50.0
4.61,123.8,4.48,22.3,52.4
7.13,115.0,3.35,22.8,100.0
8.92,130.8,2.45,32.3,50.0
7.44,131.8,4.96,32.1,50.0
7.78,97.2,4.67,24.3,50.0
11.28,127.8,4.31,29.5,66.1
7.11,96.5,3.23,37.3,50.0
8.35,109.7,2.55,23.5,98.2
10.38,116.7,4.82,20.4,100.0
7.47,100.9,3.6,33.0,50.0
9.17,124.9,4.56,21.1,82.1
10.97,95.3,3.03,39.6,50.0
11.62,101.7,3.01,32.2,57.3
5.6,118.2,4.96,29.4,99.4
11.45,123.6,3.57,28.6,100.0
8.19,131.7,2.42,31.5,50.0
6.44,123.2,2.66,21.8,63.1
7.94,121.9,3.45,38.6,95.7
11.85,110.8,2.13,32.5,100.0
8.19,95.1,3.39,23.7,50.0
6.97,99.8,3.26,31.3,50.0
9.25,116.4,4.34,22.7,100.0
6.3,122.0,3.06,20.4,66.6
5.07,111.7,4.95,32.6,96.1
5.47,124.2,2.54,33.0,52.4
5.46,115.9,3.77,31.7,100.0
5.64,98.0,2.27,23.7,50.0
5.54,102.7,4.2,32.1,50.0
9.31,128.6,4.98,21.1,50.0
5.86,124.0,4.46,32.2,63.4
7.09,130.8,3.67,31.1,50.0
11.23,99.7,3.45,33.1,50.0
8.05,134.6,4.51,37.9,50.0
9.51,103.4,4.81,37.0,72.7
5.79,95.5,4.97,39.6,50.0
5.94,134.9,3.19,39.5,50.0
4.81,106.2,4.97,35.4,59.5
5.77,121.7,2.47,39.1,75.7
6.59,102.1,2.76,37.3,50.0
5.83,118.2,2.27,34.6,86.2
5.17,131.2,2.82,21.5,50.0
5.4,107.8,4.3,21.0,68.0
7.96,121.8,4.56,36.8,100.0
6.05,102.5,4.34,29.8,50.0
7.23,120.0,3.89,36.3,100.0
8.28,108.5,3.54,26.3,96.5
9.68,103.4,4.13,28.0,63.4
4.79,107.5,3.17,34.0,57.4
10.5,102.2,4.52,38.3,61.8
9.21,131.1,4.03,21.8,50.0
5.11,110.9,4.09,37.2,93.2
11.05,104.8,3.61,35.9,92.6
11.41,112.9,4.66,26.3,100.0
4.96,107.8,2.76,27.1,59.2
6.58,124.8,3.14,20.9,51.0
10.55,133.8,4.33,20.3,50.0
10.11,112.5,3.48,29.5,100.0
5.88,129.4,4.67,21.9,50.0
6.07,117.6,3.04,23.9,93.0
7.28,101.3,3.11,36.9,50.0
8.13,122.6,4.67,31.4,95.9
9.14,115.5,3.39,32.7,100.0
7.27,121.0,3.55,23.7,89.8
7.97,130.6,3.0,36.6,50.0
10.11,112.6,2.83,37.4,100.0
4.78,131.0,3.97,30.5,50.0
6.39,125.0,2.36,38.3,51.0
9.85,114.5,4.64,36.9,100.0
11.21,119.1,4.34,34.6,100.0
8.34,108.0,2.57,34.7,91.7
8.49,134.3,4.08,22.1,50.0
5.3,121.7,3.81,25.4,70.5
7.86,96.8,2.55,21.3,50.0
8.49,108.1,2.82,20.2,90.8
6.32,119.9,3.23,23.2,87.3
6.52,97.3,4.1,37.6,50.0
7.33,96.0,3.92,24.8,50.0
4.65,113.0,3.6,39.4,95.3
6.92,108.3,4.31,31.9,89.5
6.09,112.5,4.27,24.7,100.0
6.96,105.5,3.85,29.9,68.0
5.4,101.6,4.36,24.4,50.0
11.18,122.6,3.0,39.7,100.0
8.95,115.6,4.64,36.9,100.0
9.59,103.0,3.84,20.5,54.9
10.42,107.8,4.47,39.0,100.0
8.24,118.7,3.64,34.4,100.0
5.15,97.9,2.66,21.6,50.0
8.53,100.9,3.63,33.4,50.0
8.9,97.9,3.11,32.9,50.0
10.09,127.5,4.09,24.4,58.6
7.74,125.1,3.43,35.2,67.5
5.46,125.1,4.51,21.7,50.0
6.63,123.7,4.03,29.8,70.3
7.22,121.8,4.05,20.2,88.1
9.34,114.1,2.65,39.4,100.0
8.78,120.7,4.95,35.0,100.0
7.17,96.5,4.53,23.2,50.0
11.9,119.9,4.37,26.8,100.0
9.04,126.1,2.99,23.2,56.8
6.28,115.0,3.61,35.3,100.0
5.26,109.3,2.41,21.2,70.3
5.65,106.1,3.62,36.8,61.5
6.34,120.7,2.44,38.8,85.5
5.71,122.7,3.66,33.5,68.3
5.9,129.8,3.95,24.3,50.0
6.64,108.7,3.17,27.2,80.7
5.8,125.8,3.5,29.5,50.0
11.23,117.5,4.63,32.1,100.0
5.1,130.3,2.33,33.4,50.0
8.43,116.1,4.38,31.1,100.0
7.58,115.7,2.51,27.0,100.0
11.87,118.1,2.11,37.8,100.0
5.34,125.0,2.56,21.6,50.0
7.48,133.6,4.3,29.3,50.0
11.77,97.9,3.22,35.5,50.0
10.99,97.1,4.62,21.2,50.0
10.63,132.5,3.57,34.1,50.0
6.43,116.2,2.07,36.4,96.5
5.78,119.6,4.15,33.2,92.8
9.51,114.3,2.33,20.3,100.0
11.47,98.7,4.37,23.6,50.0
8.68,125.7,2.5,26.8,54.9
8.79,124.9,3.04,24.7,70.5
6.6,107.5,4.28,39.3,84.9
10.27,107.2,4.86,33.0,100.0
5.9,128.5,3.11,25.9,50.0
6.93,97.9,4.49,38.6,50.0
7.69,130.2,2.57,34.8,50.0
8.31,105.3,4.42,25.7,77.3
6.32,118.7,3.97,27.6,96.1
5.36,132.4,2.58,24.0,50.0
9.08,122.1,2.91,39.4,100.0
6.66,111.6,2.4,30.3,91.8
