Pressure,Temperature,Catalyst,Time,Yield
4.75,117.3,2.07,21.5,76.6
4.55,124.6,4.5,25.5,50.0
4.74,117.6,2.82,36.1,87.3
6.21,110.2,3.55,29.2,91.6
4.68,117.7,2.9,30.9,84.6
5.3,115.8,4.82,28.7,100.0
6.61,120.6,2.78,20.9,78.1
4.56,107.1,3.29,23.3,58.1
6.54,120.2,4.62,28.9,97.4
5.2,115.8,4.53,24.2,98.7
4.8,124.3,2.56,21.0,50.0
6.24,111.8,4.41,36.9,100.0
6.07,117.7,3.37,39.6,100.0
6.69,123.6,3.45,35.9,71.9
6.34,107.1,2.4,37.1,65.3
6.51,123.7,2.24,24.8,58.7
5.21,118.8,4.18,39.2,94.5
4.94,106.4,3.49,23.9,50.4
6.38,111.0,3.31,39.0,97.7
6.52,119.2,4.19,39.9,100.0
6.98,106.3,4.3,34.2,76.8
5.53,116.6,2.48,39.6,94.3
5.43,111.9,3.83,31.4,92.8
6.44,117.4,2.41,25.2,94.6
5.35,105.9,4.25,28.7,59.9
6.83,122.4,3.97,31.9,87.3
6.65,124.5,4.87,21.5,65.8
5.57,124.4,2.21,32.4,50.0
6.38,120.0,2.17,39.6,87.6
6.39,107.6,2.85,23.8,72.9
4.76,120.2,2.79,35.9,74.3
6.76,105.5,2.74,38.2,62.0
5.76,105.4,4.72,38.9,63.9
6.57,111.5,2.75,39.2,98.4
5.3,114.8,2.82,30.4,91.6
6.74,120.4,4.28,39.5,100.0
5.47,118.7,3.35,35.1,91.0
4.53,113.9,4.33,23.2,91.3
6.76,110.5,2.2,29.5,92.0
4.73,124.9,3.46,34.4,50.0
5.3,113.5,2.1,24.9,85.6
6.88,114.0,2.19,32.8,99.9
6.88,108.3,4.72,33.3,92.3
5.93,120.9,2.42,23.3,75.8
6.08,118.9,3.6,31.3,97.0
5.62,109.4,3.23,35.4,85.9
5.23,106.6,3.04,30.0,56.0
5.32,118.6,4.7,20.2,91.9
6.18,118.1,2.07,20.2,81.9
6.38,110.5,3.99,27.1,94.8
6.48,124.0,4.89,38.5,77.9
6.47,108.0,3.68,24.6,78.4
4.73,113.6,4.81,32.7,100.0
5.74,123.9,2.16,24.4,50.0
4.64,113.4,3.26,26.4,86.6
5.87,117.8,2.78,37.0,92.3
5.6,113.0,4.19,34.6,100.0
6.72,110.5,4.94,21.9,96.0
5.38,124.7,2.77,28.6,50.0
4.79,113.2,3.96,20.6,85.4
4.86,122.9,2.59,29.6,57.6
6.4,109.6,3.7,33.2,93.7
6.05,109.3,3.39,22.4,82.1
4.75,105.6,4.92,25.8,56.9
4.71,118.0,3.83,28.0,85.3
6.25,112.4,3.05,38.4,100.0
4.68,122.3,2.34,39.9,62.8
6.55,114.5,2.45,20.9,94.9
6.27,124.4,2.68,35.2,58.7
4.7,108.7,2.75,27.4,63.1
4.71,122.4,4.55,27.8,67.3
6.97,120.5,3.68,35.1,95.4
5.44,120.4,3.57,38.4,84.5
5.43,121.9,2.34,39.0,67.2
6.53,120.2,4.58,31.5,100.0
6.87,117.5,4.17,27.1,100.0
6.97,107.6,2.2,35.8,76.7
6.38,105.7,4.12,25.0,61.0
5.44,123.4,3.63,31.3,58.8
4.71,117.3,2.25,27.2,79.8
6.44,120.9,3.37,33.1,83.6
5.9,114.6,3.45,24.8,97.6
5.56,107.3,2.5,23.8,57.0
6.77,107.5,4.84,38.4,94.4
4.78,118.7,4.55,22.0,89.3
5.73,113.6,4.01,30.1,100.0
4.53,109.0,3.39,24.4,70.9
5.67,114.8,3.24,20.8,91.4
4.64,106.3,3.95,20.7,52.2
4.8,116.6,3.64,23.5,88.7
4.79,110.4,2.19,37.3,76.3
6.12,121.0,3.54,25.6,85.3
6.37,111.2,4.42,39.0,100.0
5.96,114.1,3.38,31.6,100.0
6.91,105.2,2.16,28.7,50.0
5.44,106.4,4.36,31.6,63.8
5.21,112.8,2.6,30.3,86.9
6.67,114.6,2.78,35.2,100.0
5.06,117.0,2.49,25.6,81.4
6.91,110.8,2.99,27.1,100.0
4.53,118.9,4.27,37.9,92.4
6.92,122.2,3.56,38.9,87.6
4.61,120.6,2.61,37.9,72.2
6.73,105.8,4.63,28.4,70.2
5.82,114.6,4.64,35.6,100.0
6.98,107.1,4.61,29.5,84.3
4.68,109.8,2.72,30.0,73.0
5.88,124.7,3.35,24.1,50.0
6.92,107.8,4.95,31.8,93.0
5.81,115.0,4.32,23.7,100.0
6.07,117.4,2.08,26.6,85.1
6.24,119.0,2.2,37.1,88.0
5.64,116.2,3.39,24.1,93.6
6.07,105.2,4.73,21.4,61.2
5.96,111.5,3.62,21.4,93.0
6.75,115.4,3.49,38.8,100.0
4.61,106.8,2.32,30.1,50.0
5.2,112.0,3.97,28.2,89.2
6.88,105.7,4.47,36.2,74.9
6.73,106.6,3.14,36.7,70.9
5.64,112.9,4.33,26.6,99.4
6.05,107.7,4.89,33.9,87.0
5.19,116.4,2.61,35.4,87.9
4.97,118.8,3.57,33.1,84.4
5.66,121.0,2.86,23.0,72.4
5.38,109.0,4.38,37.5,88.4
5.96,108.3,3.73,30.8,77.2
4.69,107.1,3.9,25.6,54.3
6.94,117.7,4.39,28.5,100.0
6.97,119.1,3.19,20.8,95.7
6.25,105.6,4.75,22.6,66.0
5.84,123.7,3.6,35.3,63.5
5.27,106.0,2.47,20.0,50.0
6.53,115.8,4.09,28.3,100.0
6.21,119.2,4.38,30.5,95.7
4.91,122.4,2.95,21.1,57.1
6.78,119.3,4.57,39.5,100.0
6.56,121.0,4.72,24.5,93.3
6.87,111.8,2.83,26.1,96.2
6.31,121.3,4.95,26.1,90.9
6.03,106.6,2.42,24.6,52.4
5.55,122.9,2.61,20.0,55.5
6.83,116.0,2.55,34.6,100.0
6.67,121.3,4.68,39.3,95.0
4.61,114.0,3.96,24.5,90.1
4.57,117.9,2.46,33.3,81.3
5.44,115.5,3.32,34.8,96.6
6.53,119.6,3.85,37.0,99.7
6.97,106.6,2.25,28.5,63.7
4.88,106.2,4.65,26.1,58.2
5.99,109.9,4.41,26.5,93.4
5.45,108.2,3.52,34.3,75.5
6.92,122.4,4.9,36.3,90.5
6.61,109.4,3.25,23.6,86.5
6.6,124.5,4.95,27.4,69.6
5.67,111.7,4.0,38.0,95.2
5.54,108.6,3.9,36.1,84.3
5.18,120.8,2.5,39.7,74.9
4.64,118.2,4.65,35.1,94.8
6.66,115.0,3.28,27.9,100.0
6.53,116.1,2.49,31.8,96.5
7.0,119.4,2.04,33.2,90.5
6.99,109.6,3.68,21.6,91.3
5.89,124.9,3.58,30.9,50.1
6.42,124.5,4.16,34.2,68.4
6.86,118.0,4.67,23.3,100.0
6.62,109.0,2.24,35.6,81.5
5.12,118.6,4.19,31.7,92.7
5.63,106.4,2.56,39.0,57.0
4.82,105.6,4.57,20.8,50.0
6.89,110.2,4.46,25.3,100.0
6.02,114.3,3.62,32.0,100.0
5.07,122.4,4.13,25.9,68.4
6.18,119.5,2.94,34.3,89.4
6.05,119.9,3.41,35.2,88.1
5.4,113.5,4.46,22.1,98.3
4.78,111.9,3.38,30.3,89.4
6.18,112.4,3.07,30.2,96.7
5.8,124.8,3.48,27.4,51.1
6.43,105.8,4.48,38.7,72.9
5.8,122.3,3.01,36.6,69.6
6.63,116.6,2.52,33.9,100.0
5.88,113.8,4.14,34.3,100.0
5.9,119.5,4.48,29.2,98.9
6.69,114.7,2.3,38.4,100.0
5.51,122.5,2.72,33.9,69.7
4.84,123.0,2.43,34.6,56.5
4.57,113.4,3.04,37.2,89.6
6.39,110.5,3.35,25.5,91.9
6.05,116.8,4.25,36.1,100.0
6.26,123.2,3.95,23.9,71.8
5.03,109.2,3.86,26.9,77.7
4.84,117.5,3.06,26.7,80.8
4.54,117.6,4.52,39.6,93.6
5.38,119.7,3.41,37.1,87.1
5.97,107.6,4.94,34.0,84.5
5.48,119.3,3.9,34.5,91.6
5.59,123.2,2.38,31.2,60.5
6.76,108.6,4.03,38.9,89.4
5.37,109.8,2.98,29.9,79.3
5.78,124.4,4.06,27.6,53.6
6.46,108.6,2.21,23.3,75.4
5.49,122.1,2.52,35.7,68.1
6.06,114.8,4.57,34.7,100.0
6.66,109.9,2.68,27.7,85.9
6.87,122.4,4.51,20.5,85.3
4.87,113.9,2.84,36.8,92.2
6.82,115.3,3.93,20.2,100.0
5.73,112.2,4.08,34.1,99.7
5.15,116.9,3.54,39.4,97.6
5.65,108.3,2.92,28.8,70.1
6.95,112.8,2.64,24.7,100.0
5.73,124.4,2.1,34.1,51.3
5.32,110.2,2.91,36.3,85.0
6.08,118.1,3.96,30.9,98.4
5.1,111.5,4.81,39.3,100.0
4.69,120.5,4.61,21.0,76.1
4.82,107.6,4.3,30.1,70.3
4.82,124.4,4.37,34.4,55.3
4.88,114.1,3.99,37.3,93.7
4.85,109.7,2.78,23.6,68.6
6.1,106.5,4.72,36.0,74.6
4.95,108.4,4.01,31.1,73.7
5.36,115.4,3.68,27.9,93.7
6.74,111.7,2.33,22.6,92.5
5.68,121.6,3.34,37.3,79.3
6.17,113.6,3.38,23.1,97.6
4.93,110.0,4.59,26.2,83.3
4.98,117.3,3.64,25.8,91.4
4.6,119.1,3.14,37.4,85.4
4.92,108.3,4.93,33.5,79.2
5.2,108.4,2.33,35.9,66.6
4.94,105.7,3.27,25.0,50.0
4.72,119.7,2.13,32.5,71.6
4.8,118.3,4.22,31.4,90.7
5.65,114.5,4.75,36.7,100.0
5.02,121.9,2.84,38.1,64.9
5.41,121.1,4.58,20.2,82.8
5.76,116.7,2.88,33.5,95.4
6.23,122.4,4.73,21.0,78.7
4.6,109.1,4.26,31.0,77.3
6.5,107.2,4.41,25.8,78.6
6.07,110.4,2.05,26.1,77.3
4.7,106.1,4.89,27.1,61.5
6.68,115.6,4.18,32.4,100.0
6.8,123.7,2.91,26.7,65.3
4.65,105.8,4.49,34.7,57.5
5.19,107.4,2.84,28.1,59.2
6.52,114.0,4.62,21.4,100.0
6.37,123.7,2.34,35.7,61.1
4.96,111.3,4.11,25.7,89.6
5.02,115.1,3.62,28.7,89.1
5.43,105.8,2.29,33.7,50.0
5.71,108.0,2.73,26.6,66.8
6.05,124.7,2.04,21.1,50.0
5.42,124.3,3.41,27.5,52.5
5.66,105.1,2.9,38.9,50.0
6.37,124.0,3.8,32.8,64.6
4.59,117.8,2.89,33.4,83.4
5.13,122.4,2.9,32.6,62.6
6.28,114.1,4.23,24.0,100.0
6.74,115.3,2.14,28.4,97.3
5.78,114.8,4.71,35.0,100.0
5.83,118.3,4.56,22.0,96.5
4.77,107.8,4.0,25.6,64.3
5.62,105.6,3.78,25.5,50.4
5.83,111.2,4.68,28.6,96.3
5.11,119.1,2.56,39.6,83.9
5.17,109.0,2.24,21.4,68.2
5.44,118.5,2.72,30.4,86.6
4.55,124.4,4.38,23.6,50.0
5.31,106.9,2.1,39.4,58.8
5.03,118.5,3.75,22.3,84.7
5.32,113.9,4.99,28.1,100.0
4.8,122.4,4.57,34.8,70.3
6.73,108.5,3.56,34.1,84.5
5.98,118.9,2.19,28.5,84.2
6.2,121.8,4.49,26.9,84.8
6.47,123.9,3.8,28.0,66.0
5.75,118.7,2.34,25.3,82.6
4.72,114.9,2.28,24.1,79.2
5.84,117.4,4.73,29.7,100.0
5.97,122.4,4.01,25.4,72.1
6.36,116.4,4.49,25.7,100.0
5.58,105.6,4.64,33.1,59.6
4.82,123.6,3.72,39.4,57.9
5.21,118.8,3.55,32.1,85.7
5.41,118.5,3.29,21.5,84.4
6.11,109.3,2.95,21.5,81.0
5.93,118.2,3.3,39.0,98.8
5.39,112.9,4.32,25.9,99.1
6.97,118.0,3.81,21.8,100.0
6.01,107.1,4.68,32.0,75.8
5.09,118.2,3.33,32.5,88.1
4.75,125.0,3.82,33.0,50.0
4.88,106.0,3.89,25.3,54.4
5.11,124.5,3.78,20.3,50.0
4.9,113.1,4.11,39.3,99.6
4.97,122.4,2.71,25.0,60.3
5.21,120.6,3.54,33.5,84.0
4.93,116.3,2.31,34.1,85.3
6.74,119.8,3.15,32.2,95.8
4.7,122.6,3.46,26.3,64.8
5.81,113.1,3.96,25.4,97.3
5.53,111.5,4.85,32.0,97.0
6.96,118.4,3.8,37.3,100.0
4.78,121.2,4.23,38.9,81.7
5.49,120.2,3.52,22.1,76.4
6.92,121.0,3.9,23.1,89.6
6.66,113.7,2.21,38.9,100.0
6.54,121.4,2.76,34.7,83.0
5.14,107.4,3.09,37.7,66.7
4.93,115.9,3.42,24.1,89.6
6.17,105.1,2.14,31.8,50.0
6.82,111.5,2.42,34.0,94.7
5.89,112.3,2.83,33.6,92.6
5.93,112.9,4.91,28.2,100.0
5.2,118.9,2.99,20.3,81.7
6.42,112.8,3.45,31.7,100.0
4.97,114.0,2.59,25.1,85.7
5.31,109.8,3.83,29.0,85.7
5.56,112.5,2.84,39.2,91.7
5.77,109.5,2.62,28.0,81.5
5.11,106.5,3.55,36.8,63.5
4.79,117.1,2.02,23.8,79.2
6.03,118.4,2.02,33.4,91.6
5.22,117.4,2.66,39.5,87.4
